id,legacy_pid_tesim
41687j08n,tufts:nj.assemblysussex.1822
xk81jk88g,tufts:nh.statesenate.11.1809
wh246s67v,tufts:nh.statesenate.11.1810
qf85nb837,tufts:ct.staterepresentative.hartford.1817
mg74qm61x,tufts:ma.treasurer.kennebec.1816
zp38wd117,tufts:il.statesenate.greeneandpike.1822
x920fx32v,tufts:ma.selectmen.hallowell.2.1795
8336h245z,tufts:ma.treasurer.dukes.1822
vx021f570,tufts:va.executivecouncil3.3.1809
z890rt804,tufts:il.justice2.1818
v692t684w,tufts:oh.commissioner.huron.1823
8k71nh868,tufts:oh.commissioner.shelby.1822
1g05fc163,tufts:ma.treasurer.essex.1819
5h73pw650,tufts:ma.treasurer.essex.1820
vx021f609,tufts:oh.commissioner.harrison.1823
gt54kn65w,tufts:ga.senator.jones.1813
0c483j86p,tufts:la.alderman.district2.1812
qj72p771p,tufts:la.alderman.district4.1812
n296wz78q,tufts:ny.convention.albany.1801
7m01bm25x,tufts:pa.coroner.washington.1823
n583xv576,tufts:pa.coroner.susquehanna.1821
79407x78z,tufts:pa.auditor.bucks.1823
37720d266,tufts:ny.constable5.newyork.1807
xg94hp96x,tufts:ny.constable1.hudson.1821
fx719n094,tufts:ny.constable9.newyork.1807
qj72p7737,tufts:pa.coroner.northampton.1788
7d278t65d,tufts:in.coroner.jefferson.1818
c534fp52q,tufts:de.levycourtcommissioner.sussex.1823
d504rk866,tufts:ma.staterepresentative.marshfield.1813
0c483j887,tufts:ma.staterepresentative.hardwick.1805
j9602113d,tufts:ma.staterepresentative.pittsfield.1802
m326m2303,tufts:ma.staterepresentative.marshfield.1811
ft848r258,tufts:ma.staterepresentative.marshfield.1816
nz806029d,tufts:ma.staterepresentative.marshfield.1819
v692t6855,tufts:ma.staterepresentative.peru.1813
6108vb86b,tufts:oh.commissioner.knox.1811
fx719n13q,tufts:ny.convention.dutchess.1801
c821gk448,tufts:us.vpotus.1824
zs25x8916,tufts:ma.uscongress.worcestersouth.1822
t722h951q,tufts:us.speakerofthehouse.ballot4.1820
zg64tm51f,tufts:ma.senator.berkshire.1793
cv43nx59g,tufts:ma.treasurer.hancock.1801
2v23vt93p,tufts:pa.commissioner.somerset.1818
5138jf49j,tufts:oh.auditor.harrison.1822
bc386j83m,tufts:oh.auditor.harrison.1821
jq085k50p,tufts:ma.senator.suffolk.1817
8910jv37k,tufts:ma.senator.suffolk.1815
np193977c,tufts:ma.staterepresentative.boston.1790
5t34sk030,tufts:ma.senator.middlesex.1816
zg64tm55j,tufts:ma.staterepresentative.boston.1794
9593tv67p,tufts:ma.staterepresentative.boston.2.1795
t722h955t,tufts:ma.senator.plymouth.1.1820
nk322f01q,tufts:ma.senator.york.1818
q237hs45t,tufts:ma.staterepresentative.blandford.1817
j6731432c,tufts:ct.electors.1820
f7623d209,tufts:ct.secretary.1822
r207tp977,tufts:ct.secretary.1821
v692t6919,tufts:ct.governor.special.1809
qn59q454j,tufts:ct.houseclerk.1824
m326m2346,tufts:ct.lgovernor.1814
n583xv60h,tufts:ct.selectman.litchfield.2.1806
w0892b51v,tufts:ct.selectman.litchfield.4.1806
js956g35s,tufts:ct.congress.special.1806
s1784m32c,tufts:ma.senator.lincolnhancockwashington.1814
s1784m33n,tufts:ma.senator.lincolnhancockwashingtonpenobscot.1818
zg64tm58c,tufts:ma.senator.middlesex.1804
1831ck373,tufts:ma.senator.norfolk.1799
6395w7840,tufts:ma.senator.norfolk.1822
jm214p815,tufts:ma.senator.plymouth.1807
vx021f677,tufts:ma.senator.norfolk.1819
x920fx38h,tufts:ma.senator.norfolk.1815
zp38wd15b,tufts:ma.senator.plymouth.1791
ms35t924s,tufts:ma.staterepresentative.salem.1806
j96021213,tufts:ma.staterepresentative.salem.1809
sb3978970,tufts:ma.staterepresentative.whately.1806
n009w286c,tufts:ma.staterepresentative.roxbury.1812
sq87bv27b,tufts:ma.staterepresentative.york.1805
d504rk88r,tufts:ma.staterepresentative.princeton.1.1823
707958320,tufts:ma.staterepresentative.princeton.3.1823
0z708x22n,tufts:ma.staterepresentative.rehoboth.1816
j098zb56b,tufts:ma.staterepresentative.wiscasset.1806
rj430529p,tufts:ma.worcester.division.1798
s4655h124,tufts:ms.assembly.lawrence.1819
j9602123n,tufts:mo.assembly.cooper.1822
t722h958n,tufts:ma.warden.3.boston.1822
bg257f712,tufts:ma.warden.3.boston.1823
ng451j08d,tufts:ma.warden.2.boston.1822
s4655h13d,tufts:ms.assembly.natchez.1819
xs55mc64n,tufts:ms.assembly.warren.1817
np193980p,tufts:ms.coroner.adams.1817
f7623d22v,tufts:ny.assembly.ontario.1817
cf95jc016,tufts:ny.assembly.ontario.1822
ws859g216,tufts:ny.assembly.ontario.1808
hq37vp184,tufts:ny.assembly.ontario.1811
8p58pd562,tufts:ny.assembly.onondaga.1824
pg15bf59j,tufts:ny.assembly.orange.1798
0r9674298,tufts:ny.assembly.orange.1800
6395w786j,tufts:ny.assembly.orange.1797
rr171x99r,tufts:ny.assembly.orange.1796
1v53jx58f,tufts:pa.commissioner.berks.1802
44558f027,tufts:pa.commissioner.allegheny.1823
1544bp72f,tufts:pa.auditor.somerset.1814
5999n4088,tufts:pa.commissioner.bradford.1814
b8515n98q,tufts:pa.auditor.schuylkill.1812
rj430531q,tufts:pa.auditor.northumberland.1812
ks65hc79h,tufts:pa.auditor.washington.1813
m326m2389,tufts:pa.commissioner.armstrong.1813
3j333280s,tufts:pa.auditor.washington.1820
xd07gt33n,tufts:ct.nomination.assistants.1794
736665149,tufts:ct.secretary.1824
5q47rp34r,tufts:ct.nomination.congress.1790
h702q692v,tufts:ct.electors.1800
8s45q948m,tufts:ct.congress.1806
2801pg933,tufts:ct.congress.1808
7m01bm37q,tufts:ct.electors.1808
9p290986k,tufts:ct.comptroller.1820
dn39x2299,tufts:ct.comptroller.1824
vd66w056g,tufts:me.staterepresentative.dennysville.4.1824
xw42n858r,tufts:in.ussenate.1.1825
12579s91d,tufts:md.citycouncil.baltimore.firstbranch.ward4.1820
rx913q50r,tufts:in.ussenate.3.1825
j3860762v,tufts:in.ussenate.4.1825
b2773w33m,tufts:in.ussenate.1820
3b591925f,tufts:md.citycouncil.baltimore.secondbranch.ward11.1820
df65v854w,tufts:ky.statesenatefayette.1800
s7526d00k,tufts:ky.sergeantatarms.1798
08612p187,tufts:ma.statesenate.york.1811
pg15bf66z,tufts:md.alderman.annapolis.city.1822
3484zh540,tufts:md.assembly.montgomery.county.1805
5712m7377,tufts:md.city.council.baltimore.city.3.1802
bg257f82k,tufts:md.citycouncil.baltimore.firstbranch.ward1.1820
w9505112w,tufts:md.alderman.annapolis.city.1819
js956g41x,tufts:md.citycouncil.baltimore.firstbranch.ward10.1820
qb98mg195,tufts:md.city.council.baltimore.city.8.1802
3n203z64g,tufts:md.city.council.baltimore.city.4.1802
12579s93z,tufts:me.staterepresentative.harrison.1823
2227mq209,tufts:me.staterepresentative.dresden.1821
j098zb659,tufts:me.staterepresentative.dresden.1823
6h440t15s,tufts:me.staterepresentative.industry.1820
0g354f81j,tufts:me.staterepresentative.lewiston.1823
9s1616830,tufts:me.staterepresentative.paris.1820
j38607677,tufts:me.staterepresentative.lubec.1823
dj52w5366,tufts:me.staterepresentative.eastport.2.1823
gm80hv875,tufts:me.staterepresentative.eastport.1820
8623hz43g,tufts:nj.assembly.essex.1818
3484zh57t,tufts:nj.assemblyessex.1822
m326m2435,tufts:nj.assemblycumberland.1810
x346d491q,tufts:nh.ussenate.2.1824
9z903057t,tufts:nc.houseofcommons.mecklenburg.1819
t435gd73h,tufts:nc.statesenator.randolph.1811
vt150k013,tufts:nc.statesenator.mecklenburg.1819
k3569508x,tufts:nc.speakerofthehouse.1815
73666518d,tufts:ms.assembly.washington.1808
sx61dm936,tufts:pa.coroner.northumberland.1797
td96k315k,tufts:pa.coroner.northumberland.1824
2f75r871s,tufts:pa.coroner.montgomery.1796
w95051160,tufts:pa.coroner.northampton.1796
v692t6987,tufts:pa.coroner.lycoming.1798
02870w63k,tufts:pa.coroner.mifflin.1798
df65v8580,tufts:pa.coroner.somerset.1795
6108vc042,tufts:pa.coroner.pike.1823
b5644s191,tufts:pa.coroner.lycoming.1795
3n203z679,tufts:ri.convention.1824
hx11xf972,tufts:ri.convention.constitution.1788
7w62f892j,tufts:va.executivecouncil.removal2.1.1809
73666519p,tufts:pa.sheriff.northumberland.1791
vt150k02c,tufts:pa.sheriff.mifflin.1824
vq27zp07c,tufts:pa.sheriff.warren.1819
p8418n95n,tufts:pa.sheriff.wayne.1819
q811kk352,tufts:ri.towncouncil.newporttown5.1818
4x51hj910,tufts:ri.treasurer.1787
pn89d721b,tufts:nh.governorscouncil.cheshire.1811
6h440t18m,tufts:nh.governorscouncil.cheshire.1810
q811kk36b,tufts:nh.governorscouncil.hillsborough.1817
dj52w5391,tufts:nh.governorscouncil.hillsborough.1823
sb397911m,tufts:nh.governorscouncil.hillsborough.1813
fq977v45h,tufts:nh.governorscouncil.hillsborough.1815
3x816n33f,tufts:nj.assemblygloucester.1822
gx41mj45n,tufts:nh.governorscouncil.rockingham.2.1800
3j333284w,tufts:nj.sheriff.gloucester.1818
6q182k99c,tufts:nh.governorscouncil.grafton.1800
qv33rx376,tufts:oh.staterepresentative.hamilton.1821
ff365598r,tufts:nj.sheriff.cumberland.1810
q811kk395,tufts:nj.legislativecouncil.middlesex.1816
m613mz29d,tufts:nj.legislativecouncil.salem.1800
jd472x230,tufts:nj.legislativecouncil.salem.1804
2f75r874m,tufts:nj.legislativecouncil.hunterdon.1799
q237hs58w,tufts:ri.attorneygeneral.1790
zk51vh537,tufts:nc.houseofcommons.edenton.1823
0p0967691,tufts:nj.assembly.gloucester.1819
nz8060462,tufts:nj.assemblyburlington.1806
m900nv13r,tufts:nj.assembly.middlesex.1820
9880vr74b,tufts:nj.legislativecouncil.sussex.1824
7s75dd144,tufts:nj.legislativecouncil.essex.1821
h415pb267,tufts:nj.assembly.morris.special.1795
6q182m00x,tufts:nj.legislativecouncil.capemay.1822
dn39x236q,tufts:nj.coronor.monmouth.1792
cc08hg38n,tufts:nj.sheriff.bergen.1809
m039k570t,tufts:ct.ltgovernor.1820
0v838131j,tufts:ct.ltgovernor.1822
sf268567h,tufts:ny.council.1816
n870zr55w,tufts:ct.houseclerk2.1824
n296x0006,tufts:oh.sheriff.columbiana.1817
v118rf30b,tufts:oh.commissioner.washington.1813
js956g515,tufts:ct.treasurer.1813
3x816n37j,tufts:oh.justiceofthepeace.madison.1823
x346d495t,tufts:tn.statesenate.blount1796
br86b4266,tufts:nh.governorscouncil.coosgrafton.1806
f4752h53m,tufts:nh.governorscouncil.strafford.1809
xk81jm155,tufts:nh.governorscouncil.rockingham.1804
ns064670p,tufts:nh.governorscouncil.rockingham.1805
g732d978c,tufts:nh.governorscouncil.cheshire.nomination3.1821
tq57nr83b,tufts:nh.governorscouncil.cheshire.nomination4.1821
r494vk84c,tufts:nh.governorscouncil.cheshire.nomination2.1821
3484zh63z,tufts:nj.legislativecouncil.essex.1817
j6731446q,tufts:ri.secretary.1787
f1881m591,tufts:nh.governorscouncil.cheshire.1813
ws859g330,tufts:ma.uscongress.eastern4.ballot2.1815
3n203z71w,tufts:nj.coroner.sussex.1818
c821gk58m,tufts:nj.coroner.sussex.1820
bv73c113c,tufts:ct.representative.hartford.1802
dn39x239j,tufts:oh.staterepresentative.trumbull.1815
q524jp57v,tufts:nc.houseofcommons.gates.1824
v979v389s,tufts:oh.coroner.stark.1818
1c18dg61p,tufts:sc.attorneygeneral.1816
7s75dd208,tufts:ny.ltgovernor.nomination.1822
qz20st28g,tufts:ny.overseerofhighways.hudson.1.1812
vq27zp10p,tufts:nj.generalassembly.monmouth.1791
hm50ts50c,tufts:ny.delegate.tioga.1821
4t64gn91r,tufts:nj.sheriff.cumberland.1815
v405sb13x,tufts:oh.justiceofthepeace.wayne.1815
g158bh973,tufts:oh.justiceofthepeace.wayne.1821
dz010q811,tufts:nj.generalassembly.monmouth.1792
n870zr590,tufts:ky.clerkofthehouse.1819
zk51vh59w,tufts:nh.governorscouncil.rockingham.1822
0p096773m,tufts:nh.governorscouncil.rockingham.1824
qz20st29r,tufts:nh.governorscouncil.rockingham.1823
mp48sd55j,tufts:nj.assemblymiddlesex.1806
7p88ch29h,tufts:nh.governorscouncil.cheshire.1814
5712m7491,tufts:nh.governorscouncil.cheshire.1804
jd472x273,tufts:nj.generalassembly.monmouth.1793
7w62f8986,tufts:nj.legislativecouncil.bergen.1816
3x816n40v,tufts:nj.legislativecouncil.salem.1810
v405sb16r,tufts:ma.uscongress.suffolk.special.ballot2.1820
cc08hg427,tufts:ma.uscongress.worcesternorth.special.1810
gm80hw00h,tufts:ma.uscongress.western.4.special.ballot2.1801
q237hs684,tufts:ma.uscongress.southern.1.ballot5.1799
b2773w444,tufts:oh.coroner.harrison.1815
d504rm081,tufts:nc.houseofcommons.northampton.1823
bz60cw81c,tufts:oh.statesenator.hamilton.1819
8g84mn08v,tufts:oh.supremecourtjudge.1819
xd07gt51k,tufts:vt.treasurer.1797
9593tv94k,tufts:ma.uscongress.eastern.2.1800
s4655h31b,tufts:ct.ussenate.4.1825
5138jf67g,tufts:ct.lgovernor.1.1813
2227mq30j,tufts:al.circuitcourtclerk.madisoncounty.1819
9s161690d,tufts:al.circuitcourtclerk.cotacocounty.1819
b5644s387,tufts:ct.speakerofhouse.3.1822
cn69m475j,tufts:ct.constitutionalconventionclerk.3.1818
x633f171g,tufts:oh.statesenator.columbiana.1823
ww72bc337,tufts:oh.statesenator.columbiana.1819
3484zh26t,tufts:nh.governorscouncil.coosgrafton.1815
zg64tm395,tufts:nh.governorscouncil.coosgrafton.1821
7s75dc78g,tufts:nh.governorscouncil.grafton.1793
qz20ss954,tufts:nh.ussenate.4.1817
vh53ww184,tufts:de.sheriff.kent.1821
k643b168d,tufts:pa.inspector.philadelphia.walnut.1805
4j03d013s,tufts:nh.governorscouncil.grafton.2.1800
bk128b46z,tufts:pa.townclerk.pittsburgh.1803
5t34sj96s,tufts:ga.majorgeneral.3rddivision2.1816
cv43nx46d,tufts:ga.treasurer.1823
02870w387,tufts:nh.governor.1788
k643b169p,tufts:ny.senator.easterndistrict.1795
sx61dm76j,tufts:pa.commissioner.northampton.1823
fb4948977,tufts:ny.senator.southdistrict.1793
tt44pn209,tufts:nj.coroner.sussex.1797
3484zh273,tufts:ny.senator.easterndistrict.1793
bz60cw60m,tufts:il.assembly.bond.1824
kw52j8687,tufts:il.ussenate3.1824
v692t670j,tufts:nj.coroner.salem.1805
wm117p56k,tufts:pa.assembly.montgomery.1808
k930bx59h,tufts:ma.statesenate.cumberland.1809
qj72p7605,tufts:ma.statesenate.berkshire.1809
7s75dc81s,tufts:pa.commissioner.luzerne.1810
fj2362688,tufts:pa.commissioner.montgomery.special.1815
mp48sd21q,tufts:ma.senator2.cumberland.1801
v405s979t,tufts:nh.statesenate.11.1794
q524jp22r,tufts:ma.statesenate.dukesnantucket.1787
fq977v28v,tufts:ma.staterepresentative.hardwick.1803
gh93gz95m,tufts:ct.nomination.assistants.1798
6395w770n,tufts:nh.statesenate.6.1813
0z708x12d,tufts:nh.statesenate.5.1816
mc87pq82f,tufts:ma.countytreasurer.hampshire.1793
cf95jb87k,tufts:ma.selectman.salem.2.1809
sq87bv084,tufts:ma.staterepresentative.buckstown.1808
6395w769w,tufts:ma.staterepresentative.cambridge.2.1798
x920fx288,tufts:ma.schoolcommittee.3.boston.1823
nc580n12r,tufts:ma.countytreasurer.dukes.1790
x633f141r,tufts:nh.statesenate.11.1812
v118rd94p,tufts:nh.statesenate.12.1820
0k225b54w,tufts:nh.statesenate.11.1814
v118rd95z,tufts:nh.statesenate.12.1794
td96k297v,tufts:ms.sheriff.jackson.1821
6h440s93z,tufts:ms.sheriff.hancock.1817
mc87pq83q,tufts:ms.coroner.marion.1821
b2773w19s,tufts:ms.sheriff.jefferson.1821
v979v358s,tufts:nc.houseofcommons.stokes.1823
ws859g07c,tufts:ma.senator.hampshire.1801
mw22v585j,tufts:ma.councillor.1.1818
p2676w02c,tufts:ma.senator.hampshirehampdenfranklin.1816
v405s9824,tufts:ny.senator.easterndistrict.1798
7s75dc84m,tufts:ma.senator.barnstabledukesnantucket.1820
2b88qc66p,tufts:ct.nomination.assistants.1790
qj72p762q,tufts:ny.senator.southdistrict.1790
th83kz86d,tufts:pa.assembly.mifflin.1816
3n203z415,tufts:oh.justiceofthepeace.german.1804
8c97kq740,tufts:ny.delegate.otsego.1821
02870w44c,tufts:ct.nomination.assistants.1797
r494vk612,tufts:us.potus.1812
05741s180,tufts:pa.commissioner.northumberland.1808
hx11xf78v,tufts:pa.commissioner.northampton.1810
gt54kn56x,tufts:pa.commissioner.montgomery.1816
hd76s046g,tufts:il.statesenator.stclair.1820
x633f1439,tufts:pa.commissioner.montgomery.1823
9k41zf023,tufts:il.assembly.stclair.1818
ht24wj940,tufts:ma.staterepresentative.stockbridge.1804
7h149q277,tufts:ma.statesenate.plymouth.1809
xs55mc577,tufts:pa.commissioner.northampton.1820
nk322d89n,tufts:ma.senator.cumberland.1792
bn999731t,tufts:ma.statesenate.plymouth.1810
8623hz25j,tufts:ma.statesenate.plymouth.1811
s1784m224,tufts:ma.senator.dukenantucket.1814
zg64tm441,tufts:pa.commissioner.northampton.1802
05741s219,tufts:ma.staterepresentative.stockbridge.1793
5138jf43w,tufts:ms.staterepresentative.marion.1821
2801pg801,tufts:oh.auditor.delaware.1822
3x816n15h,tufts:ms.staterepresentative.jefferson.1822
w66344103,tufts:de.statesenatorspecial.newcastle.1817
v405s9867,tufts:ms.staterepresentative.pike.1824
1j92g794g,tufts:ms.sheriff.lawrence.1817
9593tv590,tufts:ms.sheriff.lawrence.1819
00000056v,tufts:ms.sheriff.greene.1821
pr76f3955,tufts:oh.auditor.cuyahoga.1823
4j03d022r,tufts:ma.senator.essex.1788
k0698795t,tufts:ma.councillor2.1811
d791sg790,tufts:ms.staterepresentative.jefferson.1824
73666502h,tufts:de.statesenator.sussex.1823
9019s310g,tufts:de.statesenatorspecial.kent.1823
9593tv60r,tufts:ms.staterepresentative.hancock.1822
tq57nr601,tufts:il.statesenate1.1824
g158bh76b,tufts:il.assembly.lawrence.1824
rv042t591,tufts:il.ussenateb1.1824
bg257f623,tufts:us.vpotus.1816
6395w777k,tufts:us.potus.1808
c821gk37v,tufts:pa.commissioner.westmoreland.1820
jd472x027,tufts:pa.commissioner.montgomery.1815
gx41mj27q,tufts:us.potus.house.1800
5x21tf89m,tufts:pa.commissioner.northampton.1815
sq87bv12q,tufts:pa.commissioner.schuylkill.1816
jm214p71x,tufts:ma.staterepresentative.lewiston.1816
np193969p,tufts:ma.staterepresentative.lubeck.1819
v118rf01w,tufts:ma.senator.suffolk.1792
7m01bm21t,tufts:ma.senator.suffolk.1789
vt150j83c,tufts:ma.councillor.2.1822
gq67jr78q,tufts:ma.inspector.2.boston.1822
4t64gn67p,tufts:ma.housechaplain.1824
hm50ts226,tufts:ma.registerofdeeds.hancock.1811
hq37vp07m,tufts:ma.senator.barnstable.1792
3484zh32z,tufts:ga.secretaryofstate2.1823
g732d951z,tufts:ma.clerk.3.boston.1823
mg74qm59w,tufts:ny.assembly.albany.1808
pg15bf499,tufts:ny.assembly.columbia.1804
v118rf025,tufts:ma.senator.barnstable.1801
ms35t915t,tufts:il.statesenate.clarkandcrawford.1822
z890rt77t,tufts:ma.senator.barnstable.1800
8p58pd51p,tufts:il.commissioner.fayette.1822
j38607499,tufts:il.assembly.hamiltonandjefferson.1822
v405s9913,tufts:ma.overseersofthepoor.lynn.1816
t435gd59p,tufts:ma.registerofdeeds.dukes.1796
1544bp669,tufts:ma.senator.hampshire.1802
mp48sd27c,tufts:nh.statesenate.6.1806
6w924c42p,tufts:ma.councillor.1.1813
z890rt783,tufts:ma.councillor.1.1820
b8515n876,tufts:ct.staterepresentative.danbury.sep.1803
g732d9527,tufts:ct.staterepresentative.hartford.2.1824
v118rf04q,tufts:ma.commoncouncil.10.boston.1822
s7526c88h,tufts:ct.staterepresentative.hartford.1824
qn59q448d,tufts:nh.statesenate.11.1796
fq977v33q,tufts:ma.senator.oxfordsomerset.1815
bc386j766,tufts:ma.staterepresentative.pittsfield.1803
3484zh37b,tufts:ma.staterepresentative.portland.1792
ns064656v,tufts:ma.staterepresentative.princeton.1808
bz60cw67j,tufts:ma.staterepresentative.union.1812
mp48sd28n,tufts:ms.sheriff.covington.1819
n009w277d,tufts:ms.sheriff.franklin.1817
dj52w5209,tufts:me.assembly.portland.1820
kp78gg933,tufts:ky.assemblyharrison.1816
1v53jx507,tufts:ma.senator.plymouth.1803
sn009z16b,tufts:ma.senator.plymouth.1802
rb68xc34x,tufts:pa.commissioner.northampton.1808
h702q6802,tufts:ma.staterepresentative.northampton.1805
1z40kt35c,tufts:ma.staterepresentative.lee.1799
4t64gn700,tufts:ma.staterepresentative.nantucket.1823
9p2909752,tufts:ma.staterepresentative.lewiston.1813
3n203z46j,tufts:me.assembly.cape_elizabeth.1820
hd76s052m,tufts:me.assembly.penobscot.1822
ht24wj97t,tufts:ny.presidentialelector2.1812
9c67wn43v,tufts:ma.statesenator.essex.1805
z890rt79c,tufts:ny.presidentialelector3.1824
vx021f588,tufts:pa.trustee.westmoreland.1813
1c18dg38w,tufts:pa.trustee.adams.1821
9g54xj077,tufts:ma.alderman.boston.1824.special
9019s318p,tufts:nj.sheriff.hunterdon.1802
bk128b53c,tufts:oh.auditor.trumbull.1822
q524jp320,tufts:vt.ltgovernor.1800
js956g28c,tufts:nh.statesenate.8.1803
kk91fm055,tufts:nh.statesenate.8.1802
ff365575f,tufts:in.council.clark.2.1808
2514nm002,tufts:in.coroner.harrison.1820
qn59q450f,tufts:in.council.clark.1.1808
wh246s684,tufts:pa.auditor.bradford.1819
7w62f8765,tufts:pa.commissioner.tioga.1812
rj430522r,tufts:oh.justiceofthepeace.german.1808
cz30pt30r,tufts:oh.justiceofthepeace.dayton.apr.1818
4t64gn718,tufts:nh.register.grafton.1807
6w924c46s,tufts:nh.register.hillsborough.1815
pk02cb356,tufts:nh.register.cheshire.1800
x346d482r,tufts:nj.sheriff.middlesex.1824
jm214p751,tufts:oh.commissioner.stark.1820
5999n402m,tufts:il.statesenate6.1824
ns064658d,tufts:oh.commissioner.muskingum.1818
1544bp67k,tufts:oh.commissioner.muskingum.1817
qz20st03m,tufts:nc.houseofcommons.salisbury.1824
js956g31p,tufts:nh.statesenate.12.1803
5138jf488,tufts:nh.statesenate.12.1804
dj52w525p,tufts:nh.register.rockingham.1819
tx31qj24n,tufts:nh.register.cheshire.1819
jm214p769,tufts:nh.register.cheshire.1821
9k41zf14w,tufts:nh.statesenate.10.nomination2.1821
z316q220m,tufts:nh.register.rockingham.1818
rf55z822c,tufts:nh.register.cheshire.1818
9019s3210,tufts:ct.constitutionalconvention.hartford2.1818
4j03d029p,tufts:de.levycourtcommissioner.sussex.1820
wp988k36k,tufts:oh.commissioner.morgan.1819
hx11xf89c,tufts:oh.commissioner.montgomery.1810
ns064660f,tufts:ma.staterepresentative.barre.1805
q811kk21q,tufts:pa.commissioner.northumberland.1794
5712m723w,tufts:ma.staterepresentative.bangor.1819
9593tv66d,tufts:il.assembly.bond.1822
rr171x96x,tufts:ga.assembly.warren.1813
kh04dq23w,tufts:oh.commissioner.huron.1822
1c18dg47v,tufts:ma.constitutionalconventiondelegates.boston.1820
q811kk220,tufts:ma.constitutionalconventiondelegates.hardwick.2.1820
m900nv01z,tufts:ma.commoncouncil.7.boston.1822
h989r3734,tufts:me.staterepresentative.cushing.1824
1c18dg459,tufts:ct.selectman.hartford.1.1802
1c18dg46k,tufts:nj.coroner.burlington.1802
df65v848r,tufts:nj.coroner.burlington.1820
9880vr58z,tufts:la.clerkofthehouse.1820
0p0967534,tufts:la.assembly.catahoula.1820
jd472x095,tufts:ct.uscongress.1825
5138jf534,tufts:ct.staterepresentative.newhaven.2.1819
9z9030469,tufts:ct.speakerofhouse.1802
hq37vp16k,tufts:ct.staterepresentative.hartford2.1821
37720d34w,tufts:ct.staterepresentative.hartford2.1824
2227mq081,tufts:in.council.knox.vincennespalmyrahawkinsbufferon.1813
2r36tx993,tufts:ct.staterepresentative.hartford2.2.1822
7d278t708,tufts:ct.staterepresentative.hartford2.1822
k643b181z,tufts:la.assembly.ascension.1824
cn69m463r,tufts:ma.senator.essex.1804
mc87pq96s,tufts:ma.senator.hancockkennebeclincolnwashington.1802
jw827c29w,tufts:ma.senator.berkshire.1799
41687j16b,tufts:ma.senator.barnstabledukesnantucket.1818
2j62s543v,tufts:ma.senator.bristol.1797
f1881m523,tufts:ma.senator.dukesnantucket.1807
qb98mg10p,tufts:ma.senator.bristol.1788
ng451j074,tufts:ma.senator.berkshire.1800
m039k559t,tufts:ma.senator.berkshire.1.1813
9593tv72j,tufts:ma.staterepresentative.boston.1824
g732d9616,tufts:ma.staterepresentative.boston.1813
nc580n27c,tufts:ma.staterepresentative.boston.1815
z603qz14j,tufts:ma.staterepresentative.portland.1819
z029p534q,tufts:ma.staterepresentative.brookfield.1.1808
5d86p0908,tufts:ma.staterepresentative.marblehead.1822
5425kb17h,tufts:ma.staterepresentative.marshfield.1801
k930bx68g,tufts:ma.staterepresentative.mendon.1803
9g54xj123,tufts:ma.staterepresentative.machias.1802
pr76f406g,tufts:nh.statesenate.10.1803
mk61rh526,tufts:ms.statesenate.covingtonmonroewayne.1822
cz30pt37p,tufts:ms.statesenate.covingtonmonroewayne.1821
gm80hv743,tufts:ms.staterepresentative.wilkinson.1823
qf85nb89w,tufts:ms.territorydelegate.1808
vq27zn99w,tufts:nh.register.strafford.1824
qz20st098,tufts:nh.speakerofthehouse.1801
q524jp427,tufts:ms.statesenator2.1817
cn69m4641,tufts:ms.statesenator2.1820
vt150j94w,tufts:ny.assembly.sullivan.ulster.1811
c247ds62q,tufts:ny.assembly.sullivanulster.1814
0p096758h,tufts:ny.assembly.washington.1810
6969z138n,tufts:ny.assembly.westchester.1807
8c97kq81d,tufts:ny.assembly.suffolk.1816
bg257f76f,tufts:ny.assembly.suffolk.1821
wd375w88c,tufts:ny.assessor.newyork2.1808
00000064j,tufts:ny.assessor.newyork2.1809
pr76f407r,tufts:ny.assembly.tioga.1805
8w32r613r,tufts:pa.assembly.westmoreland.1810
707958338,tufts:pa.assembly.franklin.1824
v118rf157,tufts:pa.auditor.montgomerycounty.1822
9s161679d,tufts:pa.auditor.montgomery.1814
wm117p72z,tufts:pa.auditor.northampton.special.1823
rj430530f,tufts:pa.auditor.montgomery.1815
5t34sk06t,tufts:pa.assembly.mercer.1824
1r66j177k,tufts:pa.assessor.chestnut.1800
d504rk891,tufts:pa.auditor.mifflin.1822
8g84mm89v,tufts:al.sheriff.madisoncounty.1819
9880vr643,tufts:ct.assistants.1807
mc87pq972,tufts:ct.assistantjudge4.1819
kh04dq270,tufts:ct.assistantjudge3.2.1819
gh93h009x,tufts:ct.assistantjudge3.3.1819
7d278t75n,tufts:al.ussenator2.1819
2j62s547z,tufts:al.presidentialelectors.1820
8049g5702,tufts:va.treasurer.2.1809
xs55mc65x,tufts:ma.staterepresentative.hardwick.1820
t148fh68d,tufts:ct.staterepresentative.hartford.1823
pv63g1045,tufts:ct.speakerofhouse.1821
w95051089,tufts:ct.staterepresentative.hartford2.1819
7h149q43m,tufts:ct.speakerofhouse.2.1802
7d278t76x,tufts:ct.staterepresentative.hartford.1821
m900nv03h,tufts:ct.selectman.litchfield.3.1806
cn69m4684,tufts:ct.selectman.litchfield.1.1806
rr171z009,tufts:ct.selectman.litchfield.5.1806
2f75r866x,tufts:ct.staterepresentative.hartford.1822
wh246s81p,tufts:in.statesenate.orange.1816
5712m735p,tufts:in.statesenate.clark.1817
